source_id,source_type,raw_text,source_url,date,company_seed
464,USPTO,"Patent D877892. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29657238. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 14. Inventors: Brian Stonecipher; Craig Lester; R. Paul Mounce; Eva Stump; Michel D. Arney; Maxwell Franklin Bischoff; Laurie Burns; Gregg Allen Flender; Barbara Hartigan; Gail Devan Hunter.",https://patents.google.com/patent/USD877892,2020,Amgen
465,USPTO,"Patent D877893. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29672063. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 13. Inventors: Brian Stonecipher; Craig Lester; R. Paul Mounce; Eva Stump; Michel D. Arney; Maxwell Franklin Bischoff; Laurie Burns; Gregg Allen Flender; Barbara Hartigan; Gaurav Rohatgi.",https://patents.google.com/patent/USD877893,2020,Amgen
466,USPTO,"Patent D878550. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29643085. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 14. Inventors: Brian Stonecipher; Craig Lester; R. Paul Mounce; Eva Stump; Michel D. Arney; Maxwell Franklin Bischoff; Laurie Burns; Gregg Allen Flender; Barbara Hartigan; Gail Devan Hunter.",https://patents.google.com/patent/USD878550,2020,Amgen
467,USPTO,"Patent D878559. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29636584. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 6. Inventors: Brian Stonecipher; Peter V. Shultz; Lisa Nugent; Margaux Frances Boyaval; Sigrid Moeslinger; Masamichi Udagawa.",https://patents.google.com/patent/USD878559,2020,Amgen
468,USPTO,"Patent D878560. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29645895. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 3. Inventors: Margaux Frances Boyaval; Sigrid Moeslinger; Masamichi Udagawa.",https://patents.google.com/patent/USD878560,2020,Amgen
469,USPTO,"Patent D882071. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29644412. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 4. Inventors: Brian Stonecipher; Dheeraj Gupta; Sigrid Moeslinger; Masamichi Udagawa.",https://patents.google.com/patent/USD882071,2020,Amgen
470,USPTO,"Patent D882243. Assignee: ABBVIE INC.. Grant year: 2020. Application number: 29641938. Application year: 2018. Location: North Chicago, IL, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 4. Inventors: Todd Marshall; Bhimaprasad Medhal; John G. Finch; Joy Elizabeth Borgardt.",https://patents.google.com/patent/USD882243,2020,AbbVie
471,USPTO,"Patent D883475. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29654799. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 3. Inventors: Margaux Frances Boyaval; Sigrid Moeslinger; Masamichi Udagawa.",https://patents.google.com/patent/USD883475,2020,Amgen
472,USPTO,"Patent D883804. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29610719. Application year: 2017. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 3. Inventors: Sasoon Petrosian; Kay Diehnelt; Jasmine Malvar.",https://patents.google.com/patent/USD883804,2020,Amgen
473,USPTO,"Patent D884881. Assignee: JOHNSON & JOHNSON GMBH. Grant year: 2020. Application number: 29661197. Application year: 2018. Location: Neuss, nan, DE. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 1. Inventors: David L. Kimball.",https://patents.google.com/patent/USD884881,2020,Johnson & Johnson
474,USPTO,"Patent D886281. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29661300. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 3. Inventors: Margaux Frances Boyaval; Sigrid Moeslinger; Masamichi Udagawa.",https://patents.google.com/patent/USD886281,2020,Amgen
475,USPTO,"Patent D886282. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29645820. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 7. Inventors: Brian Stonecipher; Ferry Tamtoro; Ryan Jerome Ramos; Sigrid Moeslinger; Masamichi Udagawa; Gail Devan Hunter; Laurie Burns.",https://patents.google.com/patent/USD886282,2020,Amgen
476,USPTO,"Patent D889279. Assignee: PFIZER INC.. Grant year: 2020. Application number: 29679760. Application year: 2019. Location: New York, NY, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 4. Inventors: Debbie Jean McQuiston; Samuel James Winston Scott; Matthias Deck; Rossano Fabbri.",https://patents.google.com/patent/USD889279,2020,Pfizer
477,USPTO,"Patent D889280. Assignee: PFIZER INC.. Grant year: 2020. Application number: 29679763. Application year: 2019. Location: New York, NY, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 4. Inventors: Samuel James Winston Scott; Debbie Jean McQuiston; Matthias Deck; Rossano Fabbri.",https://patents.google.com/patent/USD889280,2020,Pfizer
478,USPTO,"Patent D889281. Assignee: PFIZER INC.. Grant year: 2020. Application number: 29679765. Application year: 2019. Location: New York, NY, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 4. Inventors: Debbie Jean McQuiston; Samuel James Winston Scott; Matthias Deck; Rossano Fabbri.",https://patents.google.com/patent/USD889281,2020,Pfizer
479,USPTO,"Patent D889282. Assignee: PFIZER INC.. Grant year: 2020. Application number: 29679766. Application year: 2019. Location: New York, NY, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 4. Inventors: Samuel James Winston Scott; Debbie Jean McQuiston; Matthias Deck; Rossano Fabbri.",https://patents.google.com/patent/USD889282,2020,Pfizer
480,USPTO,"Patent D891612. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29687328. Application year: 2019. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 5. Inventors: Brian Stonecipher; Ryan Jerome Ramos; Christian Plambech; Claus Jepsen; Emil Wegger Jensen.",https://patents.google.com/patent/USD891612,2020,Amgen
481,USPTO,"Patent D894423. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29657240. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 7. Inventors: Anthony Bantug; Wael Mismar; Kenneth Tan; Tark Abed; Justin Allen Marsh; Mario Bogdan; Scott Comiso.",https://patents.google.com/patent/USD894423,2020,Amgen
482,USPTO,"Patent D898189. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29723028. Application year: 2020. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 3. Inventors: Margaux Frances Boyaval; Sigrid Moeslinger; Masamichi Udagawa.",https://patents.google.com/patent/USD898189,2020,Amgen
483,USPTO,"Patent D898908. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29645873. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 6. Inventors: Michael Denzer; Robert W. Swift; Neal Davis Johnston; Gabriele Ganzitti; Kenneth R. Ewing; Suhas Krishna.",https://patents.google.com/patent/USD898908,2020,Amgen
484,USPTO,"Patent D905849. Assignee: AMGEN INC.. Grant year: 2020. Application number: 29670165. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: nan. IPC sections: nan. WIPO field: nan. WIPO sector: nan. Team size: 5. Inventors: Margaux Frances Boyaval; Sigrid Moeslinger; Lisa Nugent; Brian Stonecipher; Masamichi Udagawa.",https://patents.google.com/patent/USD905849,2020,Amgen
485,USPTO,"Patent RE47860. Assignee: NOVARTIS AG. Grant year: 2020. Application number: 15802250. Application year: 2017. Location: Basel, nan, CH. CPC sections: nan. IPC sections: A C. WIPO field: nan. WIPO sector: nan. Team size: 4. Inventors: David Jenkins; Ming Lei; Andreas Loew; Li Zhou.",https://patents.google.com/patent/USRE47860,2020,Novartis
486,USPTO,"Patent RE48150. Assignee: GILEAD SCIENCES, INC.. Grant year: 2020. Application number: 15397344. Application year: 2017. Location: Foster City, CA, US. CPC sections: nan. IPC sections: C. WIPO field: nan. WIPO sector: nan. Team size: 3. Inventors: Britton Kenneth Corkey; Gregory Notte; Jeff Zablocki.",https://patents.google.com/patent/USRE48150,2020,Gilead Sciences
487,USPTO,"Patent RE48301. Assignee: ABBVIE INC.. Grant year: 2020. Application number: 16261786. Application year: 2019. Location: North Chicago, IL, US. CPC sections: nan. IPC sections: A C. WIPO field: nan. WIPO sector: nan. Team size: 7. Inventors: Pieter Smid; Wouter I. Iwema Bakker; Hein K. A. C. Coolen; Leonardus A. J. M. Sliedregt; Maria J. P. van Dongen; Jacobus A. J. den Hartog; Adrian D. Hobson.",https://patents.google.com/patent/USRE48301,2020,AbbVie
488,USPTO,"Patent 10881648. Assignee: AMGEN INC.. Grant year: 2021. Application number: 16229150. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: A. IPC sections: A. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 6. Inventors: Sean Caenepeel; Jude Robert CANON; Paul Hughes; Jonathan Daniel Oliner; Richard J. Rickles; Anne Y. Saiki.",https://patents.google.com/patent/US10881648,2021,Amgen
489,USPTO,"Patent 10881659. Assignee: ABBVIE INC.. Grant year: 2021. Application number: 14211096. Application year: 2014. Location: North Chicago, IL, US. CPC sections: A. IPC sections: A. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 5. Inventors: Kristof Chwalisz; Laura A. Williams; Rita I. Jain; Janine D. North; Juki Wing-Keung Ng.",https://patents.google.com/patent/US10881659,2021,AbbVie
490,USPTO,"Patent 10881664. Assignee: NOVARTIS AG. Grant year: 2021. Application number: 15574347. Application year: 2016. Location: Basel, nan, CH. CPC sections: A. IPC sections: A. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 3. Inventors: Ngocdiep T. Le; Gerald Lelais; Yong Jia.",https://patents.google.com/patent/US10881664,2021,Novartis
491,USPTO,"Patent 10882851. Assignee: GILEAD SCIENCES, INC.. Grant year: 2021. Application number: 14990322. Application year: 2016. Location: Foster City, CA, US. CPC sections: C A. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 5. Inventors: Ling-Jie Gao; Piet Herdewijn; Steven De Jonghe; William J. Watkins; Lee S. Chong.",https://patents.google.com/patent/US10882851,2021,Gilead Sciences
492,USPTO,"Patent 10882898. Assignee: GILEAD SCIENCES, INC.. Grant year: 2021. Application number: 16273753. Application year: 2019. Location: Foster City, CA, US. CPC sections: C A. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 6. Inventors: Mini Balakrishnan; Brian Carr; John Corbin; Craig S. Pace; Nathan D. Thomsen; Xue Zhang.",https://patents.google.com/patent/US10882898,2021,Gilead Sciences
493,USPTO,"Patent 10882907. Assignee: GILEAD SCIENCES, INC.. Grant year: 2021. Application number: 16014153. Application year: 2018. Location: Foster City, CA, US. CPC sections: C A G. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 4. Inventors: Doug Rehder; Matthew R. Schenauer; Heather Stephenson; Nathan D. Thomsen.",https://patents.google.com/patent/US10882907,2021,Gilead Sciences
494,USPTO,"Patent 10888611. Assignee: PFIZER INC.. Grant year: 2021. Application number: 15543232. Application year: 2016. Location: New York, NY, US. CPC sections: A C Y. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 11. Inventors: Kathrin Ute Jansen; Annaliesa Sybil Anderson; Rasappa Arumugham; John Erwin Farley; Leah Diane Fletcher; Shannon Lea Harris; Thomas Richard Jones; Lakshmi Khandke; Bounthon Loun; John Lance Perez.",https://patents.google.com/patent/US10888611,2021,Pfizer
495,USPTO,"Patent 10889579. Assignee: AMGEN INC.. Grant year: 2021. Application number: 16466209. Application year: 2017. Location: Thousand Oaks, CA, US. CPC sections: C A. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 3. Inventors: Matthew P. Bourbeau; Paul E. Harrington; Qingyian Liu.",https://patents.google.com/patent/US10889579,2021,Amgen
496,USPTO,"Patent 10889581. Assignee: AMGEN INC.. Grant year: 2021. Application number: 16466199. Application year: 2017. Location: Thousand Oaks, CA, US. CPC sections: C A. IPC sections: C. WIPO field: Organic fine chemistry. WIPO sector: Chemistry. Team size: 11. Inventors: Jennifer R. Allen; Albert Amegadzie; Matthew P. Bourbeau; Jian Chen; Michael J. Frohn; Paul E. Harrington; Jonathan D. Low; Vu Van Ma; Thomas Nguyen; Alexander J. Pickrell.",https://patents.google.com/patent/US10889581,2021,Amgen
497,USPTO,"Patent 10889684. Assignee: MITSUBISHI GAS CHEMICAL COMPANY, INC.. Grant year: 2021. Application number: 15758592. Application year: 2016. Location: Tokyo, nan, JP. CPC sections: C G. IPC sections: C G. WIPO field: Macromolecular chemistry, polymers. WIPO sector: Chemistry. Team size: 5. Inventors: Yuichiro Satake; Yasuaki Yoshimura; Eiichi Honda; Takashi Motoi; Mitsuharu Kitamura.",https://patents.google.com/patent/US10889684,2021,MITSUBISHI GAS CHEMICAL CO INC
498,USPTO,"Patent 10894083. Assignee: PFIZER INC.. Grant year: 2021. Application number: 15546370. Application year: 2016. Location: New York, NY, US. CPC sections: A C. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 2. Inventors: Rebecca Lee Ingram; Sarah Elizabeth Weiser.",https://patents.google.com/patent/US10894083,2021,Pfizer
499,USPTO,"Patent 10894814. Assignee: AMGEN INC.. Grant year: 2021. Application number: 15826442. Application year: 2017. Location: Thousand Oaks, CA, US. CPC sections: C A. IPC sections: C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 12. Inventors: Yumei Xiong; Yi Zhang; Jackie Z. Sheng; Agnes Eva Hamburger; Murielle Veniant-Ellison; Grant Shimamoto; Xiaoshan Min; Zhulun Wang; Jie Tang; Gunasekaran Kannan.",https://patents.google.com/patent/US10894814,2021,Amgen
500,USPTO,"Patent 10894859. Assignee: MITSUBISHI GAS CHEMICAL COMPANY, INC.. Grant year: 2021. Application number: 16336508. Application year: 2017. Location: Tokyo, nan, JP. CPC sections: C. IPC sections: C. WIPO field: Macromolecular chemistry, polymers. WIPO sector: Chemistry. Team size: 5. Inventors: Eiichi Honda; Yasuaki Yoshimura; Keita Noguchi; Yuichiro Satake; Takashi Motoi.",https://patents.google.com/patent/US10894859,2021,MITSUBISHI GAS CHEMICAL CO INC
501,USPTO,"Patent 10894860. Assignee: MITSUBISHI GAS CHEMICAL COMPANY, INC.. Grant year: 2021. Application number: 16088952. Application year: 2017. Location: Tokyo, nan, JP. CPC sections: C. IPC sections: C. WIPO field: Macromolecular chemistry, polymers. WIPO sector: Chemistry. Team size: 8. Inventors: Yoshinori Isahaya; Atsushi Hirashima; Hidefumi Harada; Maki Ito; Jun Hayakawa; Takehiko Isobe; Yousuke Shinkai; Keisuke SHIMOKAWA.",https://patents.google.com/patent/US10894860,2021,MITSUBISHI GAS CHEMICAL CO INC
502,USPTO,"Patent 10894972. Assignee: AMGEN INC.. Grant year: 2021. Application number: 16537490. Application year: 2019. Location: Thousand Oaks, CA, US. CPC sections: C. IPC sections: C. WIPO field: Biotechnology. WIPO sector: Chemistry. Team size: 2. Inventors: Chung-Jr Huang; Xiaoming Yang.",https://patents.google.com/patent/US10894972,2021,Amgen
503,USPTO,"Patent 10898900. Assignee: 10X GENOMICS, INC.. Grant year: 2021. Application number: 16812866. Application year: 2020. Location: Pleasanton, CA, US. CPC sections: B C G. IPC sections: B C G. WIPO field: Measurement. WIPO sector: Instruments. Team size: 3. Inventors: Rajiv Bharadwaj; Anthony Makarewicz; Bill Kengli Lin.",https://patents.google.com/patent/US10898900,2021,10X Genomics
504,USPTO,"Patent 10899715. Assignee: NOVARTIS AG. Grant year: 2021. Application number: 16378868. Application year: 2019. Location: Basel, nan, CH. CPC sections: C B. IPC sections: B C. WIPO field: Chemical engineering. WIPO sector: Chemistry. Team size: 3. Inventors: Scott Tweedie; Sripathy Venkatraman; James Robert Zeller.",https://patents.google.com/patent/US10899715,2021,Novartis
505,USPTO,"Patent 10899735. Assignee: GILEAD SCIENCES, INC.. Grant year: 2021. Application number: 16388517. Application year: 2019. Location: Foster City, CA, US. CPC sections: C. IPC sections: A C. WIPO field: Organic fine chemistry. WIPO sector: Chemistry. Team size: 19. Inventors: Evangelos Aktoudianakis; Aesop Cho; Zhimin Du; Michael Graupe; Lateshkumar Thakorlal Lad; Paulo A. Machicao Tello; Jonathan William Medley; Samuel E. Metobo; Prasenjit Kumar Mukherjee; Devan Naduthambi.",https://patents.google.com/patent/US10899735,2021,Gilead Sciences
506,USPTO,"Patent 10899746. Assignee: AMGEN INC.. Grant year: 2021. Application number: 16833336. Application year: 2020. Location: Thousand Oaks, CA, US. CPC sections: C A Y. IPC sections: A C. WIPO field: Organic fine chemistry. WIPO sector: Chemistry. Team size: 21. Inventors: Luke W. Ashcraft; Alessandro Boezio; John R. BUTLER; Aroop Chandra; Chihyuan Chuang; Scott Collibee; Mikkel V. Debenedetto; Vincent DiMassa; Russell Graceffa; Justin Malinowski.",https://patents.google.com/patent/US10899746,2021,Amgen
507,USPTO,"Patent 10899802. Assignee: PFIZER INC.. Grant year: 2021. Application number: 15728610. Application year: 2017. Location: New York, NY, US. CPC sections: C A Y. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 11. Inventors: Annaliesa Sybil Anderson; Rasappa Arumugham; John Erwin Farley; Leah Diane Fletcher; Shannon Lea Harris; Kathrin Ute Jansen; Thomas Richard Jones; Lakshmi Khandke; Bounthon Loun; John Lance Perez.",https://patents.google.com/patent/US10899802,2021,Pfizer
508,USPTO,"Patent 10899840. Assignee: PFIZER INC.. Grant year: 2021. Application number: 15115727. Application year: 2015. Location: New York, NY, US. CPC sections: C A. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 3. Inventors: Craig Bennett Davis; Maria KOEHLER; Li Yan.",https://patents.google.com/patent/US10899840,2021,Pfizer
509,USPTO,"Patent 10899841. Assignee: NOVARTIS AG. Grant year: 2021. Application number: 16294374. Application year: 2019. Location: Basel, nan, CH. CPC sections: C A. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 6. Inventors: Marta Cosenza; Christoph Heusser; Julia Neugebauer; Eveline Schaadt; Stefanie Urlinger; Maximilian Woisetschlaeger.",https://patents.google.com/patent/US10899841,2021,Novartis
510,USPTO,"Patent 10899844. Assignee: NOVARTIS AG. Grant year: 2021. Application number: 15890302. Application year: 2018. Location: Basel, nan, CH. CPC sections: C A. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 3. Inventors: Regis CEBE; Stephane Olland; David Langdon Yowe.",https://patents.google.com/patent/US10899844,2021,Novartis
511,USPTO,"Patent 10905772. Assignee: AMGEN INC.. Grant year: 2021. Application number: 15872841. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: A C. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 13. Inventors: Yuan Cheng; Chawita Netirojjanakul; Jerry Ryan HOLDER; Bin Wu; James R. Falsey; Bradley J. Herberich; Kelvin Sham; Leslie P. Miranda; Shu-Chen Lu; Murielle Veniant-Ellison.",https://patents.google.com/patent/US10905772,2021,Amgen
512,USPTO,"Patent 10906282. Assignee: MITSUBISHI GAS CHEMICAL COMPANY, INC.. Grant year: 2021. Application number: 16620122. Application year: 2018. Location: Tokyo, nan, JP. CPC sections: B C. IPC sections: B. WIPO field: Other consumer goods. WIPO sector: Other fields. Team size: 3. Inventors: Kentaro Suzuki; Masahide TAKEDA; Satoshi Kaneko.",https://patents.google.com/patent/US10906282,2021,MITSUBISHI GAS CHEMICAL CO INC
513,USPTO,"Patent 10906865. Assignee: MITSUBISHI GAS CHEMICAL COMPANY, INC.. Grant year: 2021. Application number: 16337262. Application year: 2017. Location: Chiyoda, nan, JP. CPC sections: C. IPC sections: C. WIPO field: Organic fine chemistry. WIPO sector: Chemistry. Team size: 4. Inventors: Akifumi Iida; Yuta Ohmori; Emi Nakano; Aoi Yamazoe.",https://patents.google.com/patent/US10906865,2021,MITSUBISHI GAS CHEMICAL CO INC
514,USPTO,"Patent 10906867. Assignee: NOVARTIS AG. Grant year: 2021. Application number: 16013048. Application year: 2018. Location: Basel, nan, CH. CPC sections: C A. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 7. Inventors: Luis Brito; Delai Chen; Gabriel Grant Gamber; Andrew Geall; Kevin Love; Thomas Zabawa; Frederic Zecri.",https://patents.google.com/patent/US10906867,2021,Novartis
515,USPTO,"Patent 10906888. Assignee: PFIZER INC.. Grant year: 2021. Application number: 16316688. Application year: 2017. Location: New York, NY, US. CPC sections: C A. IPC sections: C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 7. Inventors: Agustin Casimiro-Garcia; Joseph Walter Strohbach; David Hepworth; Frank Eldridge Lovering; Chulho Choi; Christophe Philippe Allais; Stephen Wayne Wright.",https://patents.google.com/patent/US10906888,2021,Pfizer
516,USPTO,"Patent 10906890. Assignee: AMGEN INC.. Grant year: 2021. Application number: 16347955. Application year: 2017. Location: Thousand Oaks, CA, US. CPC sections: C A. IPC sections: A C. WIPO field: Organic fine chemistry. WIPO sector: Chemistry. Team size: 15. Inventors: Ning Chen; Yinhong Chen; Mikkel V. Debenedetto; Paul John Dransfield; James S. Harvey; Julie Anne Heath; Jonathan Houze; Aarif Yusuf Khakoo; Su-Jen Lai; Zhihua Ma.",https://patents.google.com/patent/US10906890,2021,Amgen
517,USPTO,"Patent 10906930. Assignee: NOVARTIS AG. Grant year: 2021. Application number: 15771286. Application year: 2016. Location: Basel, nan, CH. CPC sections: C A. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 11. Inventors: George Edwin Katibah; David B. Kanne; Leonard Sung; Kelsey Gauthier; Laura Hix Glickman; Justin Leong; Sarah M. McWhirter; Thomas W. Dubensky, Jr.; Jeffrey McKenna; Stephen M. Canham.",https://patents.google.com/patent/US10906930,2021,Novartis
518,USPTO,"Patent 10906955. Assignee: PFIZER INC.. Grant year: 2021. Application number: 15995286. Application year: 2018. Location: New York, NY, US. CPC sections: C A. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 11. Inventors: Stephen Berasi; Janet Elizabeth Buhlmann; Nathan Higginson-Scott; Michael Shamashkin; Matthew Russo; Stefano V. Gulla; Zong Sean Juo; Sreekumar R. Kodangattil; Weining Lu; Xueping Fan.",https://patents.google.com/patent/US10906955,2021,Pfizer
519,USPTO,"Patent 10907186. Assignee: AMGEN INC.. Grant year: 2021. Application number: 16875832. Application year: 2020. Location: Thousand Oaks, CA, US. CPC sections: C. IPC sections: A C. WIPO field: Biotechnology. WIPO sector: Chemistry. Team size: 2. Inventors: Shivani Gupta; Sohye Kang.",https://patents.google.com/patent/US10907186,2021,Amgen
520,USPTO,"Patent 10907207. Assignee: 10X GENOMICS, INC.. Grant year: 2021. Application number: 16984034. Application year: 2020. Location: Pleasanton, CA, US. CPC sections: C. IPC sections: C. WIPO field: Biotechnology. WIPO sector: Chemistry. Team size: 4. Inventors: Sydney Brenner; Gi Mikawa; Robert Osborne; Andrew Slatter.",https://patents.google.com/patent/US10907207,2021,10X Genomics
521,USPTO,"Patent 10907769. Assignee: MITSUBISHI GAS CHEMICAL COMPANY, INC.. Grant year: 2021. Application number: 15531276. Application year: 2015. Location: Tokyo, nan, JP. CPC sections: F B C Y. IPC sections: C F. WIPO field: Mechanical elements. WIPO sector: Mechanical engineering. Team size: 2. Inventors: Tomonori Kato; Nobuhiko Matsumoto.",https://patents.google.com/patent/US10907769,2021,MITSUBISHI GAS CHEMICAL CO INC
522,USPTO,"Patent 10908165. Assignee: AMGEN INC.. Grant year: 2021. Application number: 16002749. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: G H. IPC sections: G H. WIPO field: Measurement. WIPO sector: Instruments. Team size: 4. Inventors: Stephen Ayrton; Robert Graham Cooks; Tawnya Flick; Da Qi Ren.",https://patents.google.com/patent/US10908165,2021,Amgen
523,USPTO,"Patent 10913727. Assignee: ABBVIE INC.. Grant year: 2021. Application number: 16098679. Application year: 2017. Location: North Chicago, IL, US. CPC sections: C A. IPC sections: C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 11. Inventors: Marina Pliushchev; Jennifer M. Frost; Lawrence A. Black; Xiangdong Xu; Ramzi F. Sweis; Lei Shi; Qingwei Zhang; Yunsong Tong; Charles W. Hutchins; SeungWon Chung.",https://patents.google.com/patent/US10913727,2021,AbbVie
524,USPTO,"Patent 10913848. Assignee: MITSUBISHI GAS CHEMICAL COMPANY, INC.. Grant year: 2021. Application number: 16488765. Application year: 2018. Location: Tokyo, nan, JP. CPC sections: C G. IPC sections: C G. WIPO field: Macromolecular chemistry, polymers. WIPO sector: Chemistry. Team size: 3. Inventors: Manabu Hirakawa; Yuta Nakanishi; Noriyuki Kato.",https://patents.google.com/patent/US10913848,2021,MITSUBISHI GAS CHEMICAL CO INC
525,USPTO,"Patent 10918696. Assignee: CSL BEHRING AG. Grant year: 2021. Application number: 15911400. Application year: 2018. Location: Bern, nan, CH. CPC sections: A C Y. IPC sections: A C. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 1. Inventors: Nathan Brinkman.",https://patents.google.com/patent/US10918696,2021,CSL Behring
526,USPTO,"Patent 10918708. Assignee: PFIZER INC.. Grant year: 2021. Application number: 16133021. Application year: 2018. Location: New York, NY, US. CPC sections: A. IPC sections: A. WIPO field: Pharmaceuticals. WIPO sector: Chemistry. Team size: 5. Inventors: Jianxin Gu; Rajesh Kumar Kainthan; Jin-Hwan Kim; Avvari Krishna Prasad; Yu-ying Yang.",https://patents.google.com/patent/US10918708,2021,Pfizer
527,USPTO,"Patent 10918805. Assignee: AMGEN INC.. Grant year: 2021. Application number: 16026294. Application year: 2018. Location: Thousand Oaks, CA, US. CPC sections: A. IPC sections: A. WIPO field: Medical technology. WIPO sector: Instruments. Team size: 6. Inventors: Michael Denzer; Robert W. Swift; Neal Davis Johnston; Gabriele Ganzitti; Kenneth R. Ewing; Suhas Krishna.",https://patents.google.com/patent/US10918805,2021,Amgen
528,USPTO,"Patent 10919887. Assignee: NOVARTIS AG. Grant year: 2021. Application number: 15762724. Application year: 2016. Location: Basel, nan, CH. CPC sections: C A Y. IPC sections: A C. WIPO field: Organic fine chemistry. WIPO sector: Chemistry. Team size: 12. Inventors: Eric Aubin; Anthony Casarez; Andreas Fisch; Zaixing Li; Mika Lindvall; Heinz Ernst Moser; Michael Mutz; Folkert Reck; Bernd Ulrich Riebesehl; Marc Schoenhentz.",https://patents.google.com/patent/US10919887,2021,Novartis
