source_id,source_type,source_url,date,candidate_relation,evidence_text,trigger_phrase,extraction_method,num_entities_in_sentence,entity_a,entity_b
656,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39862879/,Feb-25,CO_OCCURS_WITH,"Nipocalimab, a neonatal Fc receptor blocker, was associated with dose-dependent reductions in total IgG and anti-acetylcholine receptor (AChR) antibodies and clinically meaningful improvements in the Myasthenia Gravis Activities of Daily Living (MG-ADL) scale in patients with generalised myasthenia gravis in a phase 2 study.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,IgG,the Myasthenia Gravis Activities
656,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39862879/,Feb-25,CO_OCCURS_WITH,"Nipocalimab, a neonatal Fc receptor blocker, was associated with dose-dependent reductions in total IgG and anti-acetylcholine receptor (AChR) antibodies and clinically meaningful improvements in the Myasthenia Gravis Activities of Daily Living (MG-ADL) scale in patients with generalised myasthenia gravis in a phase 2 study.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,Daily Living,IgG
656,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39862879/,Feb-25,CO_OCCURS_WITH,"Nipocalimab, a neonatal Fc receptor blocker, was associated with dose-dependent reductions in total IgG and anti-acetylcholine receptor (AChR) antibodies and clinically meaningful improvements in the Myasthenia Gravis Activities of Daily Living (MG-ADL) scale in patients with generalised myasthenia gravis in a phase 2 study.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,Daily Living,the Myasthenia Gravis Activities
657,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39938094/,Feb-25,FUNDED_WITH,"(Funded by Johnson & Johnson and Legend Biotech USA; CARTITUDE-4 ClinicalTrials.gov number, NCT04181827.).","funded by johnson & johnson and legend biotech usa; cartitude-4 clinicaltrials.gov number, nct04181827",source_aware_sentence_trigger_relaxed,2,Johnson & Johnson,Legend Biotech USA
664,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40684778/,Jul-25,CO_OCCURS_WITH,"We report the results of the GALAXI-2 and GALAXI-3 studies, which aimed to assess the efficacy and safety of intravenous induction followed by subcutaneous maintenance therapy with guselkumab over 48 weeks in adults with moderately to severely active Crohn's disease.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,Crohn,GALAXI-2
666,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41337691/,Mar-26,CO_OCCURS_WITH,"Adults with Eastern Cooperative Oncology Group performance status 0-1, cT2-T4a N0M0, ineligible/refusing NAC, and planned for RC were randomly assigned 5:3, stratified by transurethral resection of bladder tumor completeness (residual tumor ≤3 cm permitted) and T stage, to receive TAR-200 plus cetrelimab (cohort 1) or cetrelimab monotherapy (cohort 2).",soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,Eastern Cooperative Oncology Group,cT2
666,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41337691/,Mar-26,CO_OCCURS_WITH,"Adults with Eastern Cooperative Oncology Group performance status 0-1, cT2-T4a N0M0, ineligible/refusing NAC, and planned for RC were randomly assigned 5:3, stratified by transurethral resection of bladder tumor completeness (residual tumor ≤3 cm permitted) and T stage, to receive TAR-200 plus cetrelimab (cohort 1) or cetrelimab monotherapy (cohort 2).",soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,Eastern Cooperative Oncology Group,NAC
666,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41337691/,Mar-26,CO_OCCURS_WITH,"Adults with Eastern Cooperative Oncology Group performance status 0-1, cT2-T4a N0M0, ineligible/refusing NAC, and planned for RC were randomly assigned 5:3, stratified by transurethral resection of bladder tumor completeness (residual tumor ≤3 cm permitted) and T stage, to receive TAR-200 plus cetrelimab (cohort 1) or cetrelimab monotherapy (cohort 2).",soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,NAC,cT2
667,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41547356/,Mar-26,CO_OCCURS_WITH,"A rare truncated variant of the scaffold protein CARD9 is linked with protection from Crohn's disease, prompting us to pursue the development of inhibitors that might similarly modulate innate inflammatory responses.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,CARD9,Crohn
669,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41191940/,Nov-25,CO_OCCURS_WITH,The coprimary end points were an IGA 0/1 response (IGA score of 0 or 1 with ≥2-point reduction from baseline) and a PASI 90 response (≥90% reduction from baseline in the PASI score) at week 16.,soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,IGA 0/1,IgA
669,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41191940/,Nov-25,CO_OCCURS_WITH,The coprimary end points were an IGA 0/1 response (IGA score of 0 or 1 with ≥2-point reduction from baseline) and a PASI 90 response (≥90% reduction from baseline in the PASI score) at week 16.,soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,IGA 0/1,PASI
669,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41191940/,Nov-25,CO_OCCURS_WITH,The coprimary end points were an IGA 0/1 response (IGA score of 0 or 1 with ≥2-point reduction from baseline) and a PASI 90 response (≥90% reduction from baseline in the PASI score) at week 16.,soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,IgA,PASI
669,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41191940/,Nov-25,CO_OCCURS_WITH,"We conducted a phase 3, double-blind, randomized, placebo-controlled trial involving adults and adolescents (≥12 years of age) with moderate-to-severe plaque psoriasis, as defined by all the following: a total body-surface area of psoriasis involvement of at least 10%, a Psoriasis Area and Severity Index (PASI) score of at least 12 (range, 0 to 72, with higher scores indicating a greater extent or severity of psoriasis), and an Investigator's Global Assessment (IGA) score of at least 3 (range, 0 [clear skin] to 4 [severe disease]).",soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,Investigator's Global Assessment,PASI
669,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41191940/,Nov-25,CO_OCCURS_WITH,"We conducted a phase 3, double-blind, randomized, placebo-controlled trial involving adults and adolescents (≥12 years of age) with moderate-to-severe plaque psoriasis, as defined by all the following: a total body-surface area of psoriasis involvement of at least 10%, a Psoriasis Area and Severity Index (PASI) score of at least 12 (range, 0 to 72, with higher scores indicating a greater extent or severity of psoriasis), and an Investigator's Global Assessment (IGA) score of at least 3 (range, 0 [clear skin] to 4 [severe disease]).",soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,IgA,PASI
669,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41191940/,Nov-25,CO_OCCURS_WITH,"We conducted a phase 3, double-blind, randomized, placebo-controlled trial involving adults and adolescents (≥12 years of age) with moderate-to-severe plaque psoriasis, as defined by all the following: a total body-surface area of psoriasis involvement of at least 10%, a Psoriasis Area and Severity Index (PASI) score of at least 12 (range, 0 to 72, with higher scores indicating a greater extent or severity of psoriasis), and an Investigator's Global Assessment (IGA) score of at least 3 (range, 0 [clear skin] to 4 [severe disease]).",soft_relation_context,sentence_cooccurrence_fallback_relaxed,3,IgA,Investigator's Global Assessment
670,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40885199/,Oct-25,CO_OCCURS_WITH,"Eligible patients were aged 18 years or older, were newly diagnosed with histologically confirmed muscle-invasive bladder cancer (stage cT2-cT4 N0M0), had an Eastern Cooperative Oncology Group performance status of 0-1, were scheduled to undergo radical cystectomy, and were deemed ineligible for or declined platinum-based neoadjuvant chemotherapy.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,Eastern Cooperative Oncology Group,cT2-cT4 N0M0
671,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40976249/,Sep-25,CO_OCCURS_WITH,Coprimary endpoints were proportions of participants achieving IGA 0 or 1 (clear or almost clear skin) with at least a two-grade improvement and at least 90% improvement in PASI (PASI 90) at week 16 with icotrokinra versus placebo.,soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,IgA,PASI
671,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40976249/,Sep-25,CO_OCCURS_WITH,"The phase 3, randomised, double-blind, placebo-controlled and active-comparator-controlled ICONIC-ADVANCE 1 and ICONIC-ADVANCE 2 trials, which are being done at 149 sites across 13 countries and 114 sites across 11 countries, respectively, randomly assigned (2:1:2 and 4:1:4, respectively) adults with moderate-to-severe plaque psoriasis diagnosed for at least 26 weeks (body-surface-area involvement ≤10%, Psoriasis Area and Severity Index [PASI] ≤12, and Investigator's Global Assessment [IGA] ≤3) to once-daily oral icotrokinra 200 mg, placebo, or deucravacitinib 6 mg; participants randomly assigned to placebo or deucravacitinib transitioned to icotrokinra at week 16 or week 24, respectively.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,ICONIC-ADVANCE 1,Investigator's Global Assessment
674,SEC,https://www.sec.gov/Archives/edgar/data/200406/000020040625000141/jnj-20250424.htm,Apr-25,CO_OCCURS_WITH,Adamczyk notified the Company that he intends to retire from the Company’s Board of Directors in connection with an announcement on April 23 rd that he will join Goldman Sachs as a Partner.,soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,GILEAD SCIENCES,the Company’s Board of Directors
683,PUBMED,https://pubmed.ncbi.nlm.nih.gov/38631003/,Apr-24,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck; KEYNOTE-564 ClinicalTrials.gov number, NCT03142334.).","funded by merck sharp and dohme, a subsidiary of merck; keynote-564 clinicaltrials.gov number, nct03142334",source_aware_sentence_trigger_relaxed,2,Dohme,Merck
684,PUBMED,https://pubmed.ncbi.nlm.nih.gov/34407342/,Aug-21,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck; KEYNOTE-564 ClinicalTrials.gov number, NCT03142334.).","funded by merck sharp and dohme, a subsidiary of merck; keynote-564 clinicaltrials.gov number, nct03142334",source_aware_sentence_trigger_relaxed,2,Dohme,Merck
685,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39167807/,Aug-24,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck; LITESPARK-005 ClinicalTrials.gov number, NCT04195750.).","funded by merck sharp and dohme, a subsidiary of merck; litespark-005 clinicaltrials.gov number, nct04195750",source_aware_sentence_trigger_relaxed,2,Dohme,Merck
688,PUBMED,https://pubmed.ncbi.nlm.nih.gov/35045221/,Feb-22,FUNDED_WITH,"(Funded by Eisai and Merck Sharp and Dohme [a subsidiary of Merck]; Study 309-KEYNOTE-775 ClinicalTrials.gov number, NCT03517449.).","funded by eisai and merck sharp and dohme [a subsidiary of merck]; study 309-keynote-775 clinicaltrials.gov number, nct03517449",source_aware_sentence_trigger_relaxed,3,Funded by Eisai,Merck
688,PUBMED,https://pubmed.ncbi.nlm.nih.gov/35045221/,Feb-22,FUNDED_WITH,"(Funded by Eisai and Merck Sharp and Dohme [a subsidiary of Merck]; Study 309-KEYNOTE-775 ClinicalTrials.gov number, NCT03517449.).","funded by eisai and merck sharp and dohme [a subsidiary of merck]; study 309-keynote-775 clinicaltrials.gov number, nct03517449",source_aware_sentence_trigger_relaxed,3,Dohme,Funded by Eisai
688,PUBMED,https://pubmed.ncbi.nlm.nih.gov/35045221/,Feb-22,FUNDED_WITH,"(Funded by Eisai and Merck Sharp and Dohme [a subsidiary of Merck]; Study 309-KEYNOTE-775 ClinicalTrials.gov number, NCT03517449.).","funded by eisai and merck sharp and dohme [a subsidiary of merck]; study 309-keynote-775 clinicaltrials.gov number, nct03517449",source_aware_sentence_trigger_relaxed,3,Dohme,Merck
689,PUBMED,https://pubmed.ncbi.nlm.nih.gov/35139274/,Feb-22,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck; KEYNOTE-522 ClinicalTrials.gov number, NCT03036488.).","funded by merck sharp and dohme, a subsidiary of merck; keynote-522 clinicaltrials.gov number, nct03036488",source_aware_sentence_trigger_relaxed,3,Dohme,Merck
689,PUBMED,https://pubmed.ncbi.nlm.nih.gov/35139274/,Feb-22,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck; KEYNOTE-522 ClinicalTrials.gov number, NCT03036488.).","funded by merck sharp and dohme, a subsidiary of merck; keynote-522 clinicaltrials.gov number, nct03036488",source_aware_sentence_trigger_relaxed,3,Merck,NCT03036488
689,PUBMED,https://pubmed.ncbi.nlm.nih.gov/35139274/,Feb-22,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck; KEYNOTE-522 ClinicalTrials.gov number, NCT03036488.).","funded by merck sharp and dohme, a subsidiary of merck; keynote-522 clinicaltrials.gov number, nct03036488",source_aware_sentence_trigger_relaxed,3,Dohme,NCT03036488
690,PUBMED,https://pubmed.ncbi.nlm.nih.gov/38246194/,Feb-24,COLLABORATED_WITH,"Moderna in collaboration with Merck Sharp & Dohme, a subsidiary of Merck & Co, Rahway, NJ, USA.",in collaboration with,source_aware_sentence_trigger_relaxed,3,Merck,Moderna
690,PUBMED,https://pubmed.ncbi.nlm.nih.gov/38246194/,Feb-24,COLLABORATED_WITH,"Moderna in collaboration with Merck Sharp & Dohme, a subsidiary of Merck & Co, Rahway, NJ, USA.",in collaboration with,source_aware_sentence_trigger_relaxed,3,Moderna,Sharp & Dohme
690,PUBMED,https://pubmed.ncbi.nlm.nih.gov/38246194/,Feb-24,COLLABORATED_WITH,"Moderna in collaboration with Merck Sharp & Dohme, a subsidiary of Merck & Co, Rahway, NJ, USA.",in collaboration with,source_aware_sentence_trigger_relaxed,3,Merck,Sharp & Dohme
692,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40532178/,Jul-25,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; KEYNOTE-689 ClinicalTrials.gov number, NCT03765918.).","funded by merck sharp and dohme, a subsidiary of merck [rahway, nj]; keynote-689 clinicaltrials.gov number, nct03765918",source_aware_sentence_trigger_relaxed,2,Dohme,Merck
692,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40532178/,Jul-25,CO_OCCURS_WITH,"The primary end point was event-free survival, sequentially assessed in participants whose tumors expressed programmed death ligand 1 (PD-L1) with a combined positive score (CPS) of 10 or more (CPS-10 population), participants whose tumors expressed PD-L1 with a CPS of 1 or more (CPS-1 population), and all the participants.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,CPS,PD-L1
694,PUBMED,https://pubmed.ncbi.nlm.nih.gov/32222134/,May-20,FUNDED_WITH,"(Funded by Merck Sharp & Dohme [a subsidiary of Merck] and Bayer; VICTORIA ClinicalTrials.gov number, NCT02861534.).","funded by merck sharp & dohme [a subsidiary of merck] and bayer; victoria clinicaltrials.gov number, nct02861534",source_aware_sentence_trigger_relaxed,2,Bayer,Merck
695,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40167274/,May-25,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; ZENITH ClinicalTrials.gov number, NCT04896008.).","funded by merck sharp and dohme, a subsidiary of merck [rahway, nj]; zenith clinicaltrials.gov number, nct04896008",source_aware_sentence_trigger_relaxed,3,Dohme,Merck
695,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40167274/,May-25,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; ZENITH ClinicalTrials.gov number, NCT04896008.).","funded by merck sharp and dohme, a subsidiary of merck [rahway, nj]; zenith clinicaltrials.gov number, nct04896008",source_aware_sentence_trigger_relaxed,3,Merck,NCT04896008
695,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40167274/,May-25,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; ZENITH ClinicalTrials.gov number, NCT04896008.).","funded by merck sharp and dohme, a subsidiary of merck [rahway, nj]; zenith clinicaltrials.gov number, nct04896008",source_aware_sentence_trigger_relaxed,3,Dohme,NCT04896008
696,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39282906/,Nov-24,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; KEYNOTE-522 ClinicalTrials.gov number, NCT03036488.).","funded by merck sharp and dohme, a subsidiary of merck [rahway, nj]; keynote-522 clinicaltrials.gov number, nct03036488",source_aware_sentence_trigger_relaxed,3,Dohme,Merck
696,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39282906/,Nov-24,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; KEYNOTE-522 ClinicalTrials.gov number, NCT03036488.).","funded by merck sharp and dohme, a subsidiary of merck [rahway, nj]; keynote-522 clinicaltrials.gov number, nct03036488",source_aware_sentence_trigger_relaxed,3,Merck,NCT03036488
696,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39282906/,Nov-24,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; KEYNOTE-522 ClinicalTrials.gov number, NCT03036488.).","funded by merck sharp and dohme, a subsidiary of merck [rahway, nj]; keynote-522 clinicaltrials.gov number, nct03036488",source_aware_sentence_trigger_relaxed,3,Dohme,NCT03036488
697,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39284383/,Nov-24,CO_OCCURS_WITH,"We included patients with histologically confirmed high-risk [International Federation of Gynecology and Obstetrics (FIGO) stage I/II of non-endometrioid histology or endometrioid histology with p53/TP53 abnormality, or stage III/IVA of any histology] endometrial cancer following surgery with curative intent and no evidence of disease postoperatively, with no prior radiotherapy or systemic therapy.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,FIGO,International Federation of Gynecology and Obstetrics
700,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41025556/,Oct-25,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; HYPERION ClinicalTrials.gov number, NCT04811092.).","funded by merck sharp and dohme, a subsidiary of merck [rahway, nj]; hyperion clinicaltrials.gov number, nct04811092",source_aware_sentence_trigger_relaxed,2,Dohme,Merck
701,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39288781/,Sep-24,CO_OCCURS_WITH,"Eligible participants (aged ≥18 years) with resectable stage II, IIIA, or IIIB (N2) NSCLC were randomly assigned (1:1) to four cycles of neoadjuvant pembrolizumab (200 mg administered intravenously every 3 weeks) plus cisplatin-based chemotherapy followed by surgery and 13 cycles of adjuvant pembrolizumab (200 mg administered intravenously every 3 weeks) or to four cycles of neoadjuvant placebo (administered intravenously every 3 weeks) plus cisplatin-based chemotherapy followed by surgery and 13 cycles of adjuvant placebo (administered intravenously every 3 weeks).",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,IIIB,NSCLC
843,PUBMED,https://pubmed.ncbi.nlm.nih.gov/32786187/,Aug-20,FUNDED_WITH,"(Funded by AbbVie and Genentech; VIALE-A ClinicalTrials.gov number, NCT02993523.).","funded by abbvie and genentech; viale-a clinicaltrials.gov number, nct02993523",source_aware_sentence_trigger_relaxed,2,ABBVIE INC,Genentech
846,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39914418/,Feb-25,CO_OCCURS_WITH,Eligible patients were adults (aged ≥18 years) with pathologically confirmed relapsed or refractory MCL after one to five previous lines of therapy and an Eastern Cooperative Oncology Group (ECOG) performance status of 0-2.,soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,Eastern Cooperative Oncology Group,MCL
847,PUBMED,https://pubmed.ncbi.nlm.nih.gov/28525302/,Jul-17,FUNDED_WITH,"(Funded by AbbVie; Elaris EM-I and EM-II ClinicalTrials.gov numbers, NCT01620528 and NCT01931670 .).","funded by abbvie; elaris em-i and em-ii clinicaltrials.gov numbers, nct01620528 and nct01931670",source_aware_sentence_trigger_relaxed,2,ABBVIE INC,NCT01931670
848,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37326322/,Jul-23,FUNDED_WITH,"(Funded by AbbVie and others; TRAVERSE ClinicalTrials.gov number, NCT03518034.).","funded by abbvie and others; traverse clinicaltrials.gov number, nct03518034",source_aware_sentence_trigger_relaxed,2,ABBVIE INC,TRAVERSE
850,PUBMED,https://pubmed.ncbi.nlm.nih.gov/31166681/,Jun-19,CO_OCCURS_WITH,Venetoclax and Obinutuzumab in Patients with CLL and Coexisting Conditions.,soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,CLL,Venetoclax
852,PUBMED,https://pubmed.ncbi.nlm.nih.gov/29562156/,Mar-18,FUNDED_WITH,"(Funded by Genentech and AbbVie; ClinicalTrials.gov number, NCT02005471 .).","funded by genentech and abbvie; clinicaltrials.gov number, nct02005471",source_aware_sentence_trigger_relaxed,2,ABBVIE INC,Genentech
853,PUBMED,https://pubmed.ncbi.nlm.nih.gov/35644154/,May-22,CO_OCCURS_WITH,"In ADVANCE, CDAI clinical remission rate was 45% (adjusted difference 21%, 95% CI 12-29; 152/336) with risankizumab 600 mg and 42% (17%, 8-25; 141/339) with risankizumab 1200 mg versus 25% (43/175) with placebo; stool frequency and abdominal pain score clinical remission rate was 43% (22%, 14-30; 146/336) with risankizumab 600 mg and 41% (19%, 11-27; 139/339) with risankizumab 1200 mg versus 22% (38/175) with placebo; and endoscopic response rate was 40% (28%, 21-35; 135/336) with risankizumab 600 mg and 32% (20%, 14-27; 109/339) with risankizumab 1200 mg versus 12% (21/175) with placebo.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,ADVANCE,CDAI
854,PUBMED,https://pubmed.ncbi.nlm.nih.gov/35644155/,May-22,CO_OCCURS_WITH,"FORTIFY is a phase 3, multicentre, randomised, double-blind, placebo-controlled, maintenance withdrawal study across 273 clinical centres in 44 countries across North and South America, Europe, Oceania, Africa, and the Asia-Pacific region that enrolled participants with clinical response to risankizumab in the ADVANCE or MOTIVATE induction studies.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,ADVANCE,FORTIFY
854,PUBMED,https://pubmed.ncbi.nlm.nih.gov/35644155/,May-22,CO_OCCURS_WITH,"Risankizumab as maintenance therapy for moderately to severely active Crohn's disease: results from the multicentre, randomised, double-blind, placebo-controlled, withdrawal phase 3 FORTIFY maintenance trial.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,Crohn,FORTIFY
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_relaxed,4,ABBVIE INC,U-EXCEL
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_relaxed,4,ABBVIE INC,U-EXCEED
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_relaxed,4,ABBVIE INC,U-ENDURE
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_relaxed,4,U-EXCEED,U-EXCEL
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_relaxed,4,U-ENDURE,U-EXCEL
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_relaxed,4,U-ENDURE,U-EXCEED
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,CO_OCCURS_WITH,"In two phase 3 induction trials (U-EXCEL and U-EXCEED), we randomly assigned patients with moderate-to-severe Crohn's disease to receive 45 mg of upadacitinib or placebo (2:1 ratio) once daily for 12 weeks.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,U-EXCEED,U-EXCEL
861,SEC,https://www.sec.gov/Archives/edgar/data/1551152/000110465926020643/tm266774d4_8k.htm,Feb-26,CO_OCCURS_WITH,(“ AbbVie ”) entered into an underwriting agreement (the “ Underwriting Agreement ”) with J.P.,soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,ABBVIE INC,J.P. Morgan Securities
861,SEC,https://www.sec.gov/Archives/edgar/data/1551152/000110465926020643/tm266774d4_8k.htm,Feb-26,CO_OCCURS_WITH,"As more fully described under the caption “Underwriting (Conflicts of Interest)” in the Prospectus Supplement, some of the underwriters in respect of the Underwriting Agreement and/or their affiliates have in the past performed, and may in the future from time to time perform, investment banking, financial advisory, lending and/or commercial banking services, or other services for AbbVie and its subsidiaries, for which they have received, and may in the future receive, customary compensation and expense reimbursement.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,ABBVIE INC,the Prospectus Supplement
861,SEC,https://www.sec.gov/Archives/edgar/data/1551152/000110465926020643/tm266774d4_8k.htm,Feb-26,CO_OCCURS_WITH,"Factors that could cause actual results or events to differ materially from those anticipated include, but are not limited to, the matters described under Item 1A, “Risk Factors,” and Item 7, “Management’s Discussion and Analysis of Financial Condition and Results of Operations,” in AbbVie’s Annual Report on Form 10-K for the year ended December 31, 2025, which has been filed with the SEC.",soft_relation_context,sentence_cooccurrence_fallback_relaxed,2,ABBVIE INC,Management’s Discussion and Analysis of Financial Condition
861,SEC,https://www.sec.gov/Archives/edgar/data/1551152/000110465926020643/tm266774d4_8k.htm,Feb-26,CO_OCCURS_WITH,"LLC and Wells Fargo Securities, LLC, acting for themselves and as representatives of the several underwriters named in Schedule II therein (collectively, the “ Underwriters ”), pursuant to which AbbVie agreed to issue and sell to the Underwriters $750,000,000 aggregate principal amount of its senior floating rate notes due 2028 (the “ Floating Rate Notes ”), $1,500,000,000 aggregate principal amount of its 3.775% senior notes due 2028 (the “ 2028 Notes ”), $1,250,000,000 aggregate principal amount of its 4.125% senior notes due 2031 (the “ 2031 Notes ”), $1,250,000,000 aggregate principal amount of its 4.400% senior notes due 2033 (the “ 2033 Notes ”), $1,500,000,000 aggregate principal amount of its 4.750% senior notes due 2036 (the “ 2036 Notes ”), $1,250,000,000 aggregate principal amount of its 5.550% senior notes due 2056 (the “ 2056 Notes ”) and $500,000,000 aggregate principal amount of its 5.650% senior notes due 2066 (the “ 2066 Notes ” and, together with the Floating Rate Notes, the 2028 Notes, the 2031 Notes, the 2033 Notes, the 2036 Notes and the 2056 Notes, the “ Notes ”).",soft_relation_context,sentence_cooccurrence_fallback_relaxed,4,LLC,Wells Fargo Securities
